name,score,reviewNum,price,link
"제주 월정씨하루(신축,편백나무탕)",4.8,369.0,109000.0,/pension/1000100762
서귀포 위플레이펜션,5.0,7.0,,/pension/1000100762
서귀포 모이라펜션,4.7,540.0,69000.0,/pension/1000100762
서귀포 돌고래하우스펜션,5.0,29.0,60000.0,/pension/1000100762
제주 제주리조트,4.7,21.0,66500.0,/pension/1000100762
"제주 작약꽃펜션(곽지해변,스파)",4.7,21.0,146000.0,/pension/1000100762
제주 레브하우스펜션,4.0,4.0,130000.0,/pension/1000100762
제주 갬성드애월펜션,5.0,23.0,130000.0,/pension/1000100762
제주 선샤인협재펜션,5.0,2.0,310000.0,/pension/1000100762
서귀포 요셉하우스펜션,4.8,24.0,,/pension/1000100762
서귀포 제주엔펜션,4.3,3.0,80000.0,/pension/1000100762
제주 자레와펜션,4.4,61.0,,/pension/1000100762
서귀포 다빈하우스,3.0,6.0,100000.0,/pension/1000100762
제주 마레풀빌라,5.0,3.0,300000.0,/pension/1000100762
"서귀포 JB풀빌라(사계점,키즈,독채)",4.6,42.0,,/pension/1000100762
서귀포 코코풀빌라,4.3,76.0,102500.0,/pension/1000100762
서귀포 제이라움펜션,4.9,134.0,100000.0,/pension/1000100762
제주 델마펜션,4.8,13.0,90000.0,/pension/1000100762
제주 산티아고풀빌라(신축),4.8,19.0,231000.0,/pension/1000100762
서귀포 동백바다펜션,4.9,34.0,90000.0,/pension/1000100762
서귀포 표선카라반,3.0,8.0,,/pension/1000100762
제주 달스테이펜션,5.0,31.0,100000.0,/pension/1000100762
"제주 오시록독채펜션(사계절바베큐,애견동반)",5.0,2.0,180000.0,/pension/1000100762
서귀포 두두리펜션,5.0,64.0,80000.0,/pension/1000100762
서귀포 성산파라다이스힐펜션,4.8,12.0,69000.0,/pension/1000100762
서귀포 한라앤탐펜션,3.0,19.0,,/pension/1000100762
"제주 W699펜션(신축,조식제공)",4.7,257.0,137000.0,/pension/1000100762
제주 애월브릭하우스펜션,5.0,22.0,,/pension/1000100762
제주 달자펜션,4.8,53.0,140000.0,/pension/1000100762
제주 더휴풀빌라,4.9,70.0,550000.0,/pension/1000100762
제주 이그니스무인텔(취사불가),4.0,4.0,,/pension/1000100762
제주 협재클레르드륀펜션,5.0,19.0,160000.0,/pension/1000100762
제주 보리독채펜션,5.0,2.0,,/pension/1000100762
제주 하얀고래별장펜션,5.0,20.0,270000.0,/pension/1000100762
제주 엘쯔타운독채펜션,5.0,2.0,89000.0,/pension/1000100762
"서귀포 제주트윈스펜션(독채,단체,가족)",4.6,31.0,,/pension/1000100762
제주 홍스랜드펜션,4.4,150.0,89000.0,/pension/1000100762
서귀포 제이브루더 풀빌라 (22년신축 ),4.8,25.0,158000.0,/pension/1000100762
제주 달빛명월펜션,4.7,11.0,104300.0,/pension/1000100762
제주 씨에코펜션,5.0,27.0,52900.0,/pension/1000100762
제주 토끼섬힐링하우스펜션,4.5,3.0,180000.0,/pension/1000100762
제주 하도리움펜션,5.0,10.0,300000.0,/pension/1000100762
제주 비자림빌리지펜션,5.0,2.0,295000.0,/pension/1000100762
서귀포 해리안호텔,5.0,29.0,,/pension/1000100762
제주 오름펜션,4.0,27.0,61200.0,/pension/1000100762
제주 해품달독채펜션,5.0,7.0,171000.0,/pension/1000100762
제주 e하우스 펜션,5.0,16.0,50000.0,/pension/1000100762
제주 인더뷰풀빌라,5.0,12.0,,/pension/1000100762
서귀포 대평올레펜션,5.0,2.0,79000.0,/pension/1000100762
제주 노루마당펜션,5.0,2.0,145600.0,/pension/1000100762
"제주 보롬코지펜션(전객실오션뷰,신축)",4.6,381.0,114000.0,/pension/1000100762
서귀포 제주가원펜션,5.0,2.0,62000.0,/pension/1000100762
제주 협재블리스펜션,4.9,192.0,130000.0,/pension/1000100762
제주 유에프오펜션,4.0,3.0,50000.0,/pension/1000100762
서귀포 올레돔펜션(바베큐행사),4.7,143.0,59000.0,/pension/1000100762
제주 인트로펜션,5.0,2.0,,/pension/1000100762
서귀포 블랑블루펜션,4.6,100.0,79000.0,/pension/1000100762
제주 선흘안풀빌라(넓은평수 감성숙소),4.9,15.0,240000.0,/pension/1000100762
"제주 경복민박펜션(노천자쿠지, 노천족욕탕)",5.0,8.0,220000.0,/pension/1000100762
서귀포 제주스카이힐펜션,4.6,19.0,55000.0,/pension/1000100762
제주 더문독채풀빌라,5.0,2.0,550000.0,/pension/1000100762
서귀포 은빌레펜션,4.5,4.0,,/pension/1000100762
서귀포 바라크라펜션,5.0,1.0,100000.0,/pension/1000100762
서귀포 캠파제주펜션(마운틴뷰),3.0,5.0,50000.0,/pension/1000100762
서귀포 푸르미르펜션,5.0,16.0,39000.0,/pension/1000100762
제주 가까이에파도소리펜션,4.5,28.0,,/pension/1000100762
제주 해밀리조트,2.7,7.0,45000.0,/pension/1000100762
서귀포 하루호텔펜션,4.5,2.0,,/pension/1000100762
서귀포 성산포사랑펜션,5.0,2.0,65000.0,/pension/1000100762
제주 어반트리펜션,4.7,38.0,76300.0,/pension/1000100762
제주 팜힐스펜션,5.0,4.0,70000.0,/pension/1000100762
서귀포 푸른제주펜션,4.8,45.0,60000.0,/pension/1000100762
제주 풀스토리풀빌라,4.9,44.0,240000.0,/pension/1000100762
제주 종달리수국집펜션,5.0,16.0,,/pension/1000100762
서귀포 표선맨션A(신규오픈),4.9,15.0,127080.0,/pension/1000100762
서귀포 제주봄뮤지엄스테이펜션,5.0,37.0,112000.0,/pension/1000100762
제주 호유동스테이펜션,5.0,7.0,,/pension/1000100762
서귀포 귤향기펜션,4.7,22.0,55000.0,/pension/1000100762
제주 라임펜션,4.9,21.0,,/pension/1000100762
서귀포 여행스케치펜션,4.0,4.0,40000.0,/pension/1000100762
제주 다몽채독채풀빌라,3.3,3.0,70000.0,/pension/1000100762
서귀포 귤낭하우스펜션,4.4,141.0,98100.0,/pension/1000100762
서귀포 푸른호텔펜션,5.0,15.0,45040.0,/pension/1000100762
제주 인피니티펜션,4.8,94.0,138000.0,/pension/1000100762
서귀포 블라섬펜션(23년신축독채),4.7,10.0,,/pension/1000100762
제주 코삿펜션,5.0,75.0,150000.0,/pension/1000100762
서귀포 구야네민박펜션,5.0,2.0,180000.0,/pension/1000100762
제주 모르왓스테이펜션,5.0,6.0,89000.0,/pension/1000100762
제주 아모르하우스펜션,4.3,27.0,51210.0,/pension/1000100762
제주 라온민박,5.0,2.0,80000.0,/pension/1000100762
제주 통나무파크펜션,4.9,46.0,160000.0,/pension/1000100762
서귀포 스테이라움펜션,3.0,4.0,140000.0,/pension/1000100762
서귀포 커먼스테이펜션,4.9,137.0,,/pension/1000100762
제주 애월애독채펜션,4.6,8.0,,/pension/1000100762
서귀포 모슬포호텔,4.4,14.0,48000.0,/pension/1000100762
제주 해리앤소담펜션,5.0,8.0,62400.0,/pension/1000100762
"제주 어도스테이(신축,독채,오름근처,리뷰이벤트)",5.0,7.0,250000.0,/pension/1000100762
제주 으뜸원펜션,5.0,13.0,73000.0,/pension/1000100762
제주 소풍이야기펜션,4.7,175.0,80000.0,/pension/1000100762
제주 스테이달꿈펜션 (공항근처),4.7,21.0,49000.0,/pension/1000100762
서귀포 오늘은서귀포펜션,4.4,14.0,44900.0,/pension/1000100762
"제주 낭만제주펜션(공항근처,한라산뷰,이호테우해변근처)",4.6,158.0,65000.0,/pension/1000100762
제주 까델아스펜션,4.2,14.0,47600.0,/pension/1000100762
서귀포 더조은하우스펜션(18.6월신축),4.9,192.0,99000.0,/pension/1000100762
제주 이안재펜션,5.0,6.0,128700.0,/pension/1000100762
서귀포 블루마운틴4255리조트,4.5,162.0,119000.0,/pension/1000100762
서귀포 에코스위츠펜션,4.8,43.0,126500.0,/pension/1000100762
제주 모먼츠인하도펜션,5.0,4.0,,/pension/1000100762
제주 로즈스마일펜션,5.0,5.0,,/pension/1000100762
서귀포 하늘조각휴양펜션,4.3,59.0,39000.0,/pension/1000100762
제주 사랑터울펜션,4.8,9.0,70000.0,/pension/1000100762
서귀포 DK하우스펜션,4.0,2.0,59000.0,/pension/1000100762
제주 산들펜션,5.0,2.0,130000.0,/pension/1000100762
제주 호텔풀리벤시아,4.5,16.0,78000.0,/pension/1000100762
제주 백록담펜션,5.0,7.0,,/pension/1000100762
제주 종달리필하우스펜션,5.0,11.0,184500.0,/pension/1000100762
서귀포 돌과바람리조트펜션,3.0,4.0,39000.0,/pension/1000100762
제주 세화달토끼펜션,4.5,10.0,73000.0,/pension/1000100762
서귀포 델루나펜션,5.0,5.0,170000.0,/pension/1000100762
제주 윈드밀108풀빌라,5.0,344.0,189000.0,/pension/1000100762
제주 서문레지던스호텔펜션,4.6,14.0,,/pension/1000100762
서귀포 대정시크릿풀빌라,3.8,12.0,90000.0,/pension/1000100762
제주 함덕선흘풍경펜션,3.0,6.0,220000.0,/pension/1000100762
서귀포 걸리버여행펜션,5.0,2.0,100000.0,/pension/1000100762
서귀포 성산힐링펜션,2.0,17.0,,/pension/1000100762
제주 징검다리펜션,5.0,29.0,80000.0,/pension/1000100762
제주 혼디펜션,4.4,32.0,120000.0,/pension/1000100762
서귀포 뜨리바다펜션,4.2,53.0,90000.0,/pension/1000100762
제주 우도바람이야기펜션(18.4월신축),5.0,60.0,100000.0,/pension/1000100762
제주 엠스테이펜션,4.2,182.0,150000.0,/pension/1000100762
서귀포 표선맨션B(신규오픈),5.0,10.0,115530.0,/pension/1000100762
제주 바람의언덕펜션,4.4,78.0,65000.0,/pension/1000100762
서귀포 JB풀빌라(대정점),5.0,7.0,129000.0,/pension/1000100762
제주 마로펜션,4.5,18.0,79170.0,/pension/1000100762
제주 고스트타운펜션,4.7,10.0,46400.0,/pension/1000100762
서귀포 두바퀴펜션,5.0,2.0,80000.0,/pension/1000100762
제주 에이치빌풀빌라독채펜션,5.0,1.0,250000.0,/pension/1000100762
제주 월령코지펜션,4.4,254.0,,/pension/1000100762
제주 린도펜션,5.0,17.0,64000.0,/pension/1000100762
제주 포엠하우스펜션,4.4,9.0,54000.0,/pension/1000100762
제주 나른한당근펜션,5.0,1.0,140000.0,/pension/1000100762
제주 함덕달자게스트하우스&펜션,5.0,19.0,51000.0,/pension/1000100762
제주 골든비치펜션,4.1,50.0,45000.0,/pension/1000100762
제주 놀멍자멍펜션,4.0,2.0,180000.0,/pension/1000100762
서귀포 자인빌리지독채펜션,4.3,78.0,,/pension/1000100762
제주 욜로와펜션,3.0,2.0,60000.0,/pension/1000100762
제주 우도특별시펜션,4.9,8.0,,/pension/1000100762
제주 스테리나잇펜션,4.9,53.0,199200.0,/pension/1000100762
제주 감수굴펜션,4.5,97.0,59000.0,/pension/1000100762
서귀포 자르뎅펜션,5.0,1.0,360000.0,/pension/1000100762
제주 살가펜션,5.0,1.0,220000.0,/pension/1000100762
제주 애월사랑펜션( 리모델링완료),4.4,34.0,58500.0,/pension/1000100762
서귀포 돈내코펜션(18.6월신축),4.3,88.0,64000.0,/pension/1000100762
제주 백패커스빌라펜션,3.2,16.0,50000.0,/pension/1000100762
서귀포 그린사이드펜션,5.0,1.0,49400.0,/pension/1000100762
서귀포 모던플레이스펜션,4.6,12.0,105000.0,/pension/1000100762
서귀포 썬갤러리펜션,4.5,9.0,40000.0,/pension/1000100762
서귀포 모이헤이펜션,4.6,7.0,,/pension/1000100762
제주 팜파스펜션,4.9,59.0,,/pension/1000100762
제주 좋은씨앗제주펜션(18.8월 신축),5.0,11.0,,/pension/1000100762
제주 646미터퍼세크펜션,5.0,1.0,180000.0,/pension/1000100762
제주 함덕풍경채펜션,4.6,9.0,69000.0,/pension/1000100762
제주 잇츠힐펜션,4.7,169.0,130000.0,/pension/1000100762
제주 구름밭하우스펜션,5.0,1.0,,/pension/1000100762
"서귀포 제주노을풀빌라(코롱코롱,온수풀 추가금 없음)",4.8,43.0,140000.0,/pension/1000100762
제주 풍차와해넘이펜션,5.0,1.0,159000.0,/pension/1000100762
제주 하이맘키즈펜션실버,4.8,6.0,111500.0,/pension/1000100762
제주 루나마르펜션,5.0,40.0,87780.0,/pension/1000100762
제주 라라피포독채펜션,5.0,1.0,,/pension/1000100762
제주 바당노을펜션(18.5월신축),5.0,39.0,70000.0,/pension/1000100762
서귀포 호랑호랑펜션,4.7,76.0,,/pension/1000100762
서귀포 라메종베니인제주펜션(18년신축),5.0,43.0,93000.0,/pension/1000100762
제주 이룸펜션(풀빌라),5.0,1.0,200000.0,/pension/1000100762
제주 월정리바다향기펜션,4.7,372.0,72000.0,/pension/1000100762
제주 북촌벙커펜션,5.0,1.0,,/pension/1000100762
제주 길라임펜션,4.7,16.0,,/pension/1000100762
서귀포 코즈게스트하우스펜션,5.0,1.0,69900.0,/pension/1000100762
제주 빌레리조트펜션,4.1,8.0,72000.0,/pension/1000100762
제주 해울독채펜션,5.0,1.0,270000.0,/pension/1000100762
제주 근동이네펜션,5.0,1.0,,/pension/1000100762
제주 시비치펜션,4.7,6.0,44000.0,/pension/1000100762
제주 아르츠스파앤풀빌라,4.2,47.0,399000.0,/pension/1000100762
제주 비긴어게인펜션(전면통창),5.0,62.0,166000.0,/pension/1000100762
제주 섯동네펜션,5.0,32.0,,/pension/1000100762
제주 플래티늄카라반,5.0,6.0,119000.0,/pension/1000100762
서귀포 사계오름독채펜션,5.0,6.0,300000.0,/pension/1000100762
서귀포 파라다이스D펜션,4.7,6.0,69000.0,/pension/1000100762
제주 성산꽃담펜션(바다앞),5.0,6.0,,/pension/1000100762
제주 메종드우도펜션,5.0,8.0,70000.0,/pension/1000100762
서귀포 IRO이로제주펜션,5.0,52.0,,/pension/1000100762
서귀포 제이팜휴양펜션,4.7,168.0,49000.0,/pension/1000100762
제주 별헤는밤글램핑펜션,4.5,16.0,99000.0,/pension/1000100762
제주 멀왓스테이펜션,5.0,5.0,,/pension/1000100762
제주 오다펜션,4.7,3.0,100000.0,/pension/1000100762
제주 우도그린휴양펜션,4.5,16.0,,/pension/1000100762
제주 비자림민박펜션,5.0,6.0,75000.0,/pension/1000100762
제주 쉬엉갑서예펜션,5.0,130.0,59000.0,/pension/1000100762
서귀포 슬로우시티전원마을펜션,4.8,7.0,,/pension/1000100762
서귀포 지오아라펜션,3.0,2.0,60000.0,/pension/1000100762
서귀포 룸엣155펜션,4.7,69.0,84600.0,/pension/1000100762
제주 신스테이독채펜션,4.0,1.0,,/pension/1000100762
서귀포 하얀언덕펜션,4.5,95.0,80000.0,/pension/1000100762
제주 머문펜션 (개별 편백나무 사우나 추가금 없음),5.0,4.0,169000.0,/pension/1000100762
서귀포 보우힐펜션,5.0,17.0,69000.0,/pension/1000100762
제주 오션뷰펜션,4.5,2.0,69000.0,/pension/1000100762
제주 앳코너펜션,4.6,5.0,118000.0,/pension/1000100762
제주 별빛하우스펜션(18.9월 신축),4.8,11.0,50000.0,/pension/1000100762
제주 에코힐글램핑,4.7,6.0,,/pension/1000100762
제주 노을을담다펜션,4.0,9.0,,/pension/1000100762
제주 까만돌멩이펜션,5.0,7.0,,/pension/1000100762
제주 바다그린펜션,5.0,17.0,60000.0,/pension/1000100762
제주 파인비치펜션,4.8,37.0,,/pension/1000100762
서귀포 태흥연가펜션,5.0,5.0,160000.0,/pension/1000100762
제주 키작은집펜션,5.0,5.0,,/pension/1000100762
서귀포 나인부띠크호텔펜션,4.7,66.0,57600.0,/pension/1000100762
제주 더앨리시아펜션(18년신축),5.0,40.0,120000.0,/pension/1000100762
서귀포 파도봐펜션,5.0,7.0,64000.0,/pension/1000100762
서귀포 빈스키즈풀빌라,5.0,6.0,299000.0,/pension/1000100762
서귀포 파라다이스힐B펜션,3.7,8.0,55000.0,/pension/1000100762
서귀포 포트에비뉴펜션,5.0,8.0,55000.0,/pension/1000100762
제주 반디하우스펜션,4.0,41.0,70000.0,/pension/1000100762
서귀포 팜핑제주카라반,4.0,36.0,58000.0,/pension/1000100762
서귀포 제주앓이펜션,3.3,17.0,159000.0,/pension/1000100762
제주 선양빌리지돔펜션,5.0,35.0,75000.0,/pension/1000100762
제주 금성브릿지민박펜션,5.0,4.0,200000.0,/pension/1000100762
제주 조이힐펜션,3.0,1.0,40000.0,/pension/1000100762
서귀포 미도호스텔,4.0,39.0,62000.0,/pension/1000100762
제주 코이노니아펜션,5.0,64.0,110000.0,/pension/1000100762
제주 스카이호텔,4.5,140.0,46000.0,/pension/1000100762
서귀포 제주바다연풀빌라,4.3,3.0,110000.0,/pension/1000100762
제주 마카리오스펜션,4.4,5.0,79000.0,/pension/1000100762
제주 반집펜션,5.0,20.0,,/pension/1000100762
서귀포 제주정원펜션,4.7,22.0,121000.0,/pension/1000100762
서귀포 제주온다온펜션,5.0,5.0,150000.0,/pension/1000100762
제주 비양펜션,5.0,15.0,,/pension/1000100762
서귀포 제주에머물다키즈스파펜션,4.0,1.0,240000.0,/pension/1000100762
제주 비엔토펜션,4.8,72.0,2000000.0,/pension/1000100762
제주 코코스펜션,4.6,97.0,59000.0,/pension/1000100762
제주 테라스힐펜션,5.0,3.0,140000.0,/pension/1000100762
서귀포 더나은스테이펜션,5.0,11.0,56000.0,/pension/1000100762
서귀포 제주스테이비우다,4.4,6.0,,/pension/1000100762
서귀포 이루다펜션(서귀포 대정숙소),4.9,117.0,68000.0,/pension/1000100762
제주 돌담이네펜션,5.0,7.0,,/pension/1000100762
서귀포 바당뜰펜션,5.0,4.0,85500.0,/pension/1000100762
제주 오션팔레드호텔&리조트,5.0,4.0,100000.0,/pension/1000100762
서귀포 아띠애펜션,4.9,57.0,170000.0,/pension/1000100762
제주 케이글램핑,5.0,5.0,245000.0,/pension/1000100762
서귀포 비앤썬펜션,4.5,54.0,53010.0,/pension/1000100762
서귀포 온더스톤펜션,4.8,52.0,99000.0,/pension/1000100762
서귀포 코코비치서귀포애견동반오션뷰펜션,5.0,4.0,80000.0,/pension/1000100762
제주 월정여가펜션,4.0,7.0,50000.0,/pension/1000100762
서귀포 게스트하우스파티간장남들펜션,4.0,15.0,25000.0,/pension/1000100762
제주도펜션 디어노이,4.7,3.0,70000.0,/pension/1000100762
서귀포 중문올레펜션,5.0,4.0,70000.0,/pension/1000100762
서귀포 더썬빌리지,5.0,4.0,,/pension/1000100762
제주 금성담쟁이펜션,5.0,4.0,,/pension/1000100762
제주 달토르펜션,5.0,2.0,240000.0,/pension/1000100762
서귀포 해모랏펜션,4.8,190.0,71000.0,/pension/1000100762
서귀포 제주다모르펜션,4.8,4.0,65500.0,/pension/1000100762
제주 위너오션뷰펜션,5.0,68.0,,/pension/1000100762
서귀포 보름펜션,5.0,4.0,,/pension/1000100762
제주 비스타리조트,3.9,7.0,95000.0,/pension/1000100762
서귀포 화목펜션,4.2,14.0,70000.0,/pension/1000100762
서귀포 글레즈하임호텔펜션,4.0,8.0,93000.0,/pension/1000100762
제주 홈치키즈풀빌라,5.0,8.0,330000.0,/pension/1000100762
제주 놀구름펜션,5.0,5.0,267000.0,/pension/1000100762
제주 미리내제주펜션,5.0,11.0,70000.0,/pension/1000100762
서귀포 체리하우스펜션,5.0,5.0,100000.0,/pension/1000100762
서귀포 오빌하우스펜션,3.0,1.0,50000.0,/pension/1000100762
제주 바다성펜션,3.5,20.0,53000.0,/pension/1000100762
서귀포 예이츠산장펜션,5.0,22.0,75000.0,/pension/1000100762
서귀포 제주벨루가 풀빌라(조식무료),5.0,41.0,,/pension/1000100762
제주 지아니비펜션,5.0,13.0,130000.0,/pension/1000100762
"제주 다솔펜션(월정해변도보10분,독채펜션)",5.0,27.0,120000.0,/pension/1000100762
제주 코지하우스앤투어펜션,4.3,5.0,,/pension/1000100762
서귀포 해뜨는집펜션,3.8,15.0,59000.0,/pension/1000100762
"제주 써니펜션 (BBQ 맛집,돌고래 전망 바닷가앞)",4.9,682.0,89000.0,/pension/1000100762
제주 우도해별빌리지펜션,4.9,93.0,,/pension/1000100762
서귀포 제주&라뷰테제주펜션,4.4,137.0,80000.0,/pension/1000100762
서귀포 파미유키즈리조트,4.5,143.0,80000.0,/pension/1000100762
서귀포 마이하프타임펜션,5.0,11.0,70000.0,/pension/1000100762
서귀포 사계해담은스파펜션 (23.4 리모델링),4.7,41.0,127000.0,/pension/1000100762
제주 쉼표펜션,4.1,60.0,49000.0,/pension/1000100762
제주 코아 호텔,4.5,4.0,,/pension/1000100762
"제주 벙커펜션(함덕해수욕장 도보5분,개별바베큐)",5.0,14.0,,/pension/1000100762
서귀포 풀스테이사계,4.7,13.0,342000.0,/pension/1000100762
제주 파더하우스레스텔,4.0,4.0,50000.0,/pension/1000100762
서귀포 블라제리조트,3.5,5.0,170000.0,/pension/1000100762
제주 여누스테이,5.0,3.0,89900.0,/pension/1000100762
"서귀포 올레풍차펜션 (독채형, 개별바베큐)",4.5,2.0,120000.0,/pension/1000100762
제주 이큐스테이펜션,4.3,3.0,32800.0,/pension/1000100762
"서귀포 아만토브펜션 (편의점, 박수기정 인근)",3.4,44.0,55000.0,/pension/1000100762
제주 우도썬비치펜션,4.3,5.0,80000.0,/pension/1000100762
제주 늘푸른하우스펜션,4.5,12.0,63000.0,/pension/1000100762
제주 제주에펜션103,5.0,6.0,,/pension/1000100762
서귀포 은숙스테이펜션,3.0,1.0,,/pension/1000100762
서귀포 노인과바다펜션,4.9,25.0,,/pension/1000100762
서귀포 귤중옥펜션,5.0,3.0,70000.0,/pension/1000100762
제주 두모리에 리조트,4.5,4.0,66700.0,/pension/1000100762
제주 캠프해리스파펜션,5.0,26.0,130000.0,/pension/1000100762
서귀포 조유암펜션,5.0,13.0,65920.0,/pension/1000100762
제주 우도아라펜션,5.0,98.0,,/pension/1000100762
서귀포 더혜윰stay펜션,5.0,3.0,89300.0,/pension/1000100762
제주 캐슬블랙스톤펜션,4.8,24.0,,/pension/1000100762
제주 29애월풀빌라,5.0,19.0,129000.0,/pension/1000100762
서귀포 더세리리조트,5.0,3.0,49000.0,/pension/1000100762
제주 에스뜨레야펜션,4.7,44.0,130000.0,/pension/1000100762
제주 마레1440펜션,5.0,25.0,120000.0,/pension/1000100762
제주 안김녕스테이,4.5,2.0,100000.0,/pension/1000100762
제주 큐티파이호텔,4.3,81.0,60600.0,/pension/1000100762
서귀포 퐁당99펜션,5.0,3.0,295000.0,/pension/1000100762
서귀포 귤담스테이펜션,5.0,5.0,300000.0,/pension/1000100762
제주 탐나는팜스빌리지펜션,5.0,18.0,159000.0,/pension/1000100762
제주 곽지웨이브펜션,3.0,10.0,,/pension/1000100762
